pokemon,abilities,types,egg_groups,moves,pokedex_entry
flareon,"['flash-fire', 'guts']",['fire'],['ground'],"['pay-day', 'double-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'bite', 'growl', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'strength', 'fire-spin', 'dig', 'toxic', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'focus-energy', 'bide', 'smog', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'superpower', 'yawn', 'secret-power', 'hyper-voice', 'weather-ball', 'fake-tears', 'overheat', 'covet', 'calm-mind', 'natural-gift', 'copycat', 'last-resort', 'flare-blitz', 'giga-impact', 'fire-fang', 'lava-plume', 'captivate', 'flame-charge', 'round', 'echoed-voice', 'stored-power', 'incinerate', 'retaliate', 'work-up', 'confide', 'mystical-fire', 'baby-doll-eyes', 'laser-focus', 'burning-jealousy', 'scorching-sands', 'tera-blast', 'trailblaze']","When storing thermal energy in its body, its temperature could soar to over 1600 degrees."
porygon,"['trace', 'download', 'analytic']",['normal'],['mineral'],"['headbutt', 'tackle', 'take-down', 'double-edge', 'ice-beam', 'blizzard', 'psybeam', 'hyper-beam', 'solar-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'agility', 'rage', 'teleport', 'mimic', 'double-team', 'recover', 'barrier', 'reflect', 'bide', 'swift', 'skull-bash', 'dream-eater', 'flash', 'psywave', 'rest', 'sharpen', 'conversion', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'conversion-2', 'protect', 'zap-cannon', 'icy-wind', 'lock-on', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'pain-split', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'facade', 'trick', 'magic-coat', 'recycle', 'secret-power', 'signal-beam', 'aerial-ace', 'shock-wave', 'gravity', 'natural-gift', 'power-swap', 'guard-swap', 'last-resort', 'magnet-rise', 'giga-impact', 'zen-headbutt', 'trick-room', 'discharge', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'round', 'ally-switch', 'electroweb', 'confide', 'eerie-impulse', 'speed-swap']",A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace.
omanyte,"['swift-swim', 'shell-armor', 'weak-armor']","['rock', 'water']","['water1', 'water3']","['bind', 'slam', 'sand-attack', 'headbutt', 'horn-attack', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'rock-throw', 'toxic', 'rage', 'mimic', 'double-team', 'withdraw', 'haze', 'reflect', 'bide', 'waterfall', 'spike-cannon', 'constrict', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'spikes', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'dive', 'rock-tomb', 'tickle', 'muddy-water', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'gyro-ball', 'brine', 'natural-gift', 'wring-out', 'toxic-spikes', 'rock-polish', 'earth-power', 'captivate', 'stealth-rock', 'smack-down', 'round', 'scald', 'shell-smash', 'reflect-type', 'confide', 'meteor-beam']","Although long extinct, in rare cases, it can be genetically resurrected from fossils."
omastar,"['swift-swim', 'shell-armor', 'weak-armor']","['rock', 'water']","['water1', 'water3']","['bind', 'sand-attack', 'headbutt', 'horn-attack', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'pin-missile', 'leer', 'bite', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'seismic-toss', 'rock-throw', 'toxic', 'rage', 'mimic', 'double-team', 'withdraw', 'reflect', 'bide', 'waterfall', 'skull-bash', 'spike-cannon', 'constrict', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'spikes', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'dive', 'rock-tomb', 'tickle', 'muddy-water', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'gyro-ball', 'brine', 'natural-gift', 'toxic-spikes', 'rock-polish', 'earth-power', 'giga-impact', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'smack-down', 'round', 'scald', 'shell-smash', 'confide', 'liquidation', 'meteor-beam']",A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey.
kabuto,"['swift-swim', 'battle-armor', 'weak-armor']","['rock', 'water']","['water1', 'water3']","['scratch', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'absorb', 'mega-drain', 'rock-throw', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'confuse-ray', 'reflect', 'bide', 'waterfall', 'leech-life', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'foresight', 'icy-wind', 'sandstorm', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'rock-tomb', 'metal-sound', 'aerial-ace', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'wring-out', 'rock-polish', 'earth-power', 'stone-edge', 'captivate', 'stealth-rock', 'aqua-jet', 'hone-claws', 'smack-down', 'round', 'scald', 'confide', 'liquidation', 'meteor-beam']",A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.
kabutops,"['swift-swim', 'battle-armor', 'weak-armor']","['rock', 'water']","['water1', 'water3']","['scratch', 'razor-wind', 'swords-dance', 'cut', 'mega-kick', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'low-kick', 'seismic-toss', 'absorb', 'mega-drain', 'rock-throw', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'confuse-ray', 'reflect', 'bide', 'waterfall', 'skull-bash', 'leech-life', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'sandstorm', 'giga-drain', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'nature-power', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'dive', 'rock-tomb', 'metal-sound', 'aerial-ace', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'feint', 'wring-out', 'rock-polish', 'night-slash', 'aqua-tail', 'x-scissor', 'earth-power', 'giga-impact', 'psycho-cut', 'rock-climb', 'cross-poison', 'stone-edge', 'captivate', 'stealth-rock', 'aqua-jet', 'hone-claws', 'smack-down', 'round', 'scald', 'razor-shell', 'confide', 'liquidation', 'meteor-beam', 'flip-turn']",È un perfetto nuotatore. Taglia la preda con le sue falci e ne succhia il sangue.
aerodactyl,"['rock-head', 'pressure', 'unnerve']","['rock', 'flying']",['flying'],"['razor-wind', 'wing-attack', 'whirlwind', 'fly', 'headbutt', 'take-down', 'double-edge', 'bite', 'roar', 'supersonic', 'flamethrower', 'hyper-beam', 'strength', 'dragon-rage', 'rock-throw', 'earthquake', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'sky-attack', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'foresight', 'detect', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'pursuit', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'heat-wave', 'torment', 'facade', 'taunt', 'secret-power', 'air-cutter', 'rock-tomb', 'aerial-ace', 'dragon-claw', 'dragon-dance', 'rock-blast', 'roost', 'natural-gift', 'tailwind', 'payback', 'assurance', 'rock-polish', 'aqua-tail', 'dragon-pulse', 'earth-power', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'defog', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'ominous-wind', 'hone-claws', 'wide-guard', 'smack-down', 'round', 'sky-drop', 'incinerate', 'bulldoze', 'hurricane', 'confide', 'laser-focus', 'brutal-swing', 'psychic-fangs', 'meteor-beam', 'dual-wingbeat']",A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.
snorlax,"['immunity', 'thick-fat', 'gluttony']",['normal'],['monster'],"['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'whirlwind', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'bite', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'toxic', 'psychic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'defense-curl', 'reflect', 'bide', 'metronome', 'self-destruct', 'lick', 'fire-blast', 'skull-bash', 'amnesia', 'psywave', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'belly-drum', 'mud-slap', 'zap-cannon', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'shadow-ball', 'rock-smash', 'whirlpool', 'uproar', 'stockpile', 'swallow', 'facade', 'focus-punch', 'superpower', 'recycle', 'brick-break', 'yawn', 'snatch', 'secret-power', 'hyper-voice', 'rock-tomb', 'block', 'covet', 'shock-wave', 'water-pulse', 'hammer-arm', 'natural-gift', 'fling', 'gastro-acid', 'last-resort', 'seed-bomb', 'focus-blast', 'giga-impact', 'zen-headbutt', 'rock-climb', 'gunk-shot', 'iron-head', 'captivate', 'smack-down', 'heavy-slam', 'after-you', 'round', 'chip-away', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'heat-crash', 'belch', 'confide', 'power-up-punch', 'darkest-lariat', 'high-horsepower', 'stomping-tantrum', 'body-press', 'steel-roller', 'terrain-pulse']","Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful."
articuno,"['pressure', 'snow-cloak']","['ice', 'flying']",['no-eggs'],"['razor-wind', 'gust', 'whirlwind', 'fly', 'headbutt', 'take-down', 'double-edge', 'leer', 'roar', 'mist', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'peck', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'light-screen', 'haze', 'reflect', 'bide', 'swift', 'sky-attack', 'rest', 'substitute', 'mind-reader', 'snore', 'curse', 'powder-snow', 'protect', 'mud-slap', 'icy-wind', 'detect', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'mirror-coat', 'ancient-power', 'rock-smash', 'hail', 'facade', 'helping-hand', 'secret-power', 'weather-ball', 'air-cutter', 'signal-beam', 'sheer-cold', 'aerial-ace', 'icicle-spear', 'water-pulse', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'giga-impact', 'avalanche', 'ice-shard', 'defog', 'ominous-wind', 'round', 'sky-drop', 'frost-breath', 'hurricane', 'freeze-dry', 'confide', 'laser-focus', 'aurora-veil', 'triple-axel', 'dual-wingbeat', 'tera-blast', 'ice-spinner', 'snowscape']",A legendary bird POKéMON that is said to appear to doomed people who are lost in icy mountains.
zapdos,"['pressure', 'static']","['electric', 'flying']",['no-eggs'],"['razor-wind', 'whirlwind', 'fly', 'headbutt', 'take-down', 'double-edge', 'leer', 'roar', 'hyper-beam', 'peck', 'drill-peck', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'swift', 'sky-attack', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'detect', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'heat-wave', 'hail', 'facade', 'charge', 'helping-hand', 'secret-power', 'weather-ball', 'air-cutter', 'signal-beam', 'aerial-ace', 'shock-wave', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'brave-bird', 'giga-impact', 'defog', 'discharge', 'charge-beam', 'ominous-wind', 'electro-ball', 'round', 'sky-drop', 'acrobatics', 'volt-switch', 'wild-charge', 'hurricane', 'confide', 'eerie-impulse', 'magnetic-flux', 'electric-terrain', 'laser-focus', 'rising-voltage', 'dual-wingbeat', 'tera-blast']",かみなりぐもの　なかに　いると いわれる　でんせつの　ポケモン。 カミナリを　じざいに　あやつる。
moltres,"['pressure', 'flame-body']","['fire', 'flying']",['no-eggs'],"['razor-wind', 'gust', 'wing-attack', 'whirlwind', 'fly', 'headbutt', 'take-down', 'double-edge', 'leer', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'peck', 'solar-beam', 'fire-spin', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'detect', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'secret-power', 'weather-ball', 'air-cutter', 'overheat', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'flare-blitz', 'air-slash', 'brave-bird', 'giga-impact', 'defog', 'ominous-wind', 'flame-charge', 'round', 'sky-drop', 'incinerate', 'acrobatics', 'hurricane', 'confide', 'mystical-fire', 'laser-focus', 'burn-up', 'burning-jealousy', 'dual-wingbeat', 'scorching-sands', 'tera-blast']",Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.
dratini,"['shed-skin', 'marvel-scale']",['dragon'],"['water1', 'dragon']","['bind', 'slam', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'leer', 'supersonic', 'flamethrower', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'dragon-rage', 'fire-spin', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'light-screen', 'haze', 'reflect', 'bide', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'icy-wind', 'detect', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'extreme-speed', 'whirlpool', 'hail', 'facade', 'helping-hand', 'secret-power', 'dragon-dance', 'shock-wave', 'water-pulse', 'natural-gift', 'aqua-tail', 'dragon-pulse', 'dragon-rush', 'giga-impact', 'draco-meteor', 'iron-head', 'captivate', 'aqua-jet', 'round', 'incinerate', 'dragon-tail', 'confide', 'brutal-swing', 'breaking-swipe', 'scale-shot', 'tera-blast', 'chilling-water']",Long considered a mythical POKéMON until recently when a small colony was found living underwater.
dragonair,"['shed-skin', 'marvel-scale']",['dragon'],"['water1', 'dragon']","['bind', 'slam', 'headbutt', 'horn-drill', 'body-slam', 'wrap', 'take-down', 'double-edge', 'leer', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'dragon-rage', 'fire-spin', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'icy-wind', 'detect', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'whirlpool', 'hail', 'facade', 'helping-hand', 'secret-power', 'dragon-dance', 'shock-wave', 'water-pulse', 'natural-gift', 'aqua-tail', 'dragon-pulse', 'dragon-rush', 'giga-impact', 'draco-meteor', 'iron-head', 'captivate', 'round', 'incinerate', 'dragon-tail', 'confide', 'brutal-swing', 'breaking-swipe', 'scale-shot', 'tera-blast', 'chilling-water']",人们相信它能操纵天气， 所以在哈克龙栖息的湖里， 供品总是源源不断。
dragonite,"['inner-focus', 'multiscale']","['dragon', 'flying']","['water1', 'dragon']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'razor-wind', 'cut', 'wing-attack', 'fly', 'bind', 'slam', 'mega-kick', 'headbutt', 'horn-drill', 'body-slam', 'wrap', 'take-down', 'double-edge', 'leer', 'roar', 'flamethrower', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'low-kick', 'strength', 'dragon-rage', 'fire-spin', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'dragon-breath', 'encore', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'extreme-speed', 'rock-smash', 'whirlpool', 'heat-wave', 'hail', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'brick-break', 'secret-power', 'dive', 'air-cutter', 'rock-tomb', 'aerial-ace', 'dragon-claw', 'dragon-dance', 'shock-wave', 'water-pulse', 'roost', 'natural-gift', 'tailwind', 'fling', 'aqua-tail', 'air-slash', 'dragon-pulse', 'dragon-rush', 'focus-blast', 'giga-impact', 'defog', 'draco-meteor', 'iron-head', 'stone-edge', 'captivate', 'aqua-jet', 'ominous-wind', 'hone-claws', 'round', 'sky-drop', 'incinerate', 'bulldoze', 'dragon-tail', 'hurricane', 'confide', 'power-up-punch', 'brutal-swing', 'stomping-tantrum', 'body-press', 'breaking-swipe', 'scale-shot', 'dual-wingbeat', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.
